"1"	7.417226893	4.931684122	3.557580643	7.126823345	3.147237
"2"	5.47901364	2.999612992	5.82270675	6.489057476	2.922073
"3"	2.656563309	0.635069535	3.612191858	4.464923151	1.948286
"4"	0.259215668	0.067586149	0.57652152	0.052433625	-3.810023
"5"	7.455660364	7.497026896	5.824812699	7.538917476	3.142848
"6"	8.871460089	2.286202089	10.62615908	1.056182695	-4.241457
"7"	2.664699019	3.051387436	3.766442521	3.284276987	1.892145
"8"	2.35479965	3.575880219	5.949617953	5.9925882	-4.155642
"9"	3.013337563	3.8611204	2.457606294	2.771724012	-0.98192
"10"	2.639419435	2.775105795	1.429440712	0.09265569	-2.583087
"11"	0.985222669	0.01100054	3.209139096	3.52086061	0.470089
"12"	0.92020041	0.288352489	4.899773495	4.587948307	3.176277
"13"	4.206024389	2.973542762	6.495870502	6.106076024	-2.740782
"14"	7.286748593	5.595663881	1.333968482	5.217041503	-2.782533
"15"	0.33165956	4.686189041	0.524757845	5.18259577	0.211358
"16"	6.206457975	5.421118509	3.090501607	2.905927374	-3.932381
"17"	2.456927598	0.408655813	5.140837176	5.848242613	3.054894
"18"	5.877403929	6.078994066	5.612539032	7.795174845	3.181486
"19"	7.49093683	0.509659741	1.601205237	1.69191592	-4.395288
"20"	8.109302317	6.27827608	7.666907839	5.907813354	-4.47323
"21"	8.619446189	8.482317255	1.214088543	1.889627089	-4.673992
"22"	1.866668896	0.914875198	1.576747278	1.625578	-1.153809
"23"	1.699066669	0.815764122	1.526013649	2.205855726	-0.747407
"24"	6.069821108	0.795696962	1.133448918	0.326464161	2.183589
"25"	1.681995008	8.457446301	1.612191073	5.100689877	1.377091
"26"	0.138032606	9.014440315	7.717501063	9.039206362	4.159912
"27"	2.429236255	4.032709875	5.301986081	0.699468973	-2.571504
"28"	4.824752279	0.429753019	0.665411338	8.083801552	-2.637694
"29"	0.199571371	0.007120607	0.117104405	3.176584282	-1.819259
"30"	1.639666581	5.237033114	4.406438208	4.238778255	-1.341838
"31"	5.035614856	6.013446041	5.912615598	5.610563545	-1.522873
"32"	5.760745002	4.352769408	6.926006803	0.048911054	-2.297296
"33"	6.573432511	2.850034866	3.433570215	3.821507865	2.688543
"34"	0.41675858	0.450681278	0.828339704	0.124064079	1.786523
"35"	0.03479834	0.449574058	0.043670028	0.469410987	0.276801
"36"	5.239403181	1.368308331	1.658600497	5.163035437	2.690291
"37"	7.419162184	3.635282383	6.992360638	6.188227897	-3.769163
"38"	1.015304677	1.897386572	0.213652777	1.283175856	0.649796
"39"	10.94173249	9.012591023	9.275554451	9.400991923	4.843983
"40"	1.074381554	0.312906031	1.481114867	2.878404749	-1.521208
"41"	3.990959428	1.694337983	4.479905201	2.592157523	-3.21883
"42"	8.318304838	7.310310935	7.153717521	7.332936382	-3.658771
"43"	8.659471349	4.069508335	2.417967639	9.25693937	-2.01756
"44"	0.51373038	1.894377772	0.010246435	1.818738008	1.03468
"45"	8.429144112	0.238278807	6.908074831	6.125266315	3.904757
"46"	5.31281825	1.732122776	3.368655851	5.93929859	2.400323
"47"	4.958694374	5.378615146	5.280405422	5.600338282	-2.710467
"48"	4.959760317	0.748874218	3.490538848	5.330528696	1.947522
"49"	8.541234425	8.543704053	8.519369728	2.515300346	-4.405967
"50"	6.300201071	7.294373909	6.588471965	1.299139475	-3.317487
"51"	9.220190954	5.461925496	0.026245418	6.761937181	4.879347
"52"	0.088395706	0.618369397	5.532348934	5.407162634	0.306293
"53"	4.231703078	4.415340564	4.397881317	2.271451219	4.357309
"54"	3.600004952	1.368013577	3.432850229	6.672145475	2.027023
"55"	0.726573364	7.809031279	7.153112782	2.823747426	1.536999
"56"	6.692334536	6.757127304	0.303072831	2.988328301	-1.825721
"57"	6.236750756	1.701327629	4.311767739	0.942208743	-4.74865
"58"	2.74623173	4.717904614	2.939711224	2.843731526	2.231735
"59"	4.647305415	2.196738038	7.241267988	3.008179061	3.044496
"60"	8.216851938	5.624325797	1.483258168	1.842190144	-3.178589
"61"	1.921932796	2.478359762	1.907947423	2.281159566	-0.884065
"62"	3.002384092	2.912970535	5.203965915	0.108935814	-1.910854
"63"	7.354940874	5.84300676	5.519601593	7.895255747	-3.228762
"64"	5.729028866	4.20912562	5.955221336	5.82370704	0.101525
"65"	7.609911652	0.359344482	6.254949358	0.07491448	-1.567121
"66"	0.283245847	0.229641853	3.630309385	2.741258989	-0.076549
"67"	4.693622941	0.074412791	1.18880396	5.181955232	-0.486594
"68"	5.463460902	4.95382121	2.027224816	0.315761435	-4.577022
"69"	2.222986043	4.311307566	5.386578246	5.169422603	-1.683348
"70"	4.604825279	6.031540698	3.656200053	6.023086686	-3.045232
"71"	0.575744656	1.624971383	0.820647916	0.818986436	0.038878
"72"	7.388521725	1.771399534	1.674074484	0.126480434	0.975266
"73"	5.194311618	4.351481641	5.1308959	3.158469825	1.684643
"74"	6.372062747	8.048663642	9.972227256	1.201054955	3.828376
"75"	8.190808186	3.882893783	7.416834689	7.247976358	-2.166156
"76"	3.997846502	7.136568942	8.074454447	8.052159477	-3.829632
"77"	1.827353596	5.065630468	3.338340926	3.646098301	-4.157529
"78"	2.998932201	5.680185853	4.395889692	2.958461853	-4.289629
"79"	1.732950941	3.079616485	1.22450956	1.960602649	-2.979249
"80"	5.100599142	1.683462317	5.147835527	0.28549104	-1.136101
"81"	0.496019363	0.193767058	0.051492552	2.855555356	1.690426
"82"	1.506709002	3.72963355	3.246214567	1.98076207	-3.919833
"83"	1.630017766	7.964977109	9.69666692	9.597283123	-3.28952
"84"	0.009158564	1.721371858	0.203883965	1.663770137	-1.998156
"85"	0.876714351	6.981517423	7.256037573	6.403512528	-4.259104
"86"	4.730333767	7.747980768	4.669610621	6.035581201	-4.316428
"87"	4.200878487	2.329969152	5.546079375	1.671054821	3.563769
"88"	0.445310692	0.486912953	0.484960195	1.327132083	-0.961433
"89"	0.137575399	2.014866408	0.81563162	2.218022592	1.252552
"90"	2.152740727	3.33020789	3.273075951	1.357511737	1.944039
"91"	4.525043679	3.028308598	4.455445285	0.574765027	2.269146
"92"	5.329723419	0.968752447	1.415666054	4.990231169	-3.688853
"93"	4.93656096	4.922136407	2.891138725	3.952120866	-2.211244
"94"	1.500662112	7.617933371	7.98288923	2.976740904	-4.100012
"95"	3.727330822	0.595478609	2.970330705	1.779807834	2.104087
"96"	1.497464555	4.821100754	5.190389613	1.593823148	3.26574
"97"	2.2556606	2.006625271	1.567931291	0.503069398	-1.357131
"98"	4.932053948	5.645946726	1.143100199	5.56790815	3.022616
"99"	0.159138361	0.621642275	0.197673212	9.469481905	0.178456
"100"	6.342339679	3.549087001	8.05724039	7.832498968	-4.485517
"101"	6.626500487	3.935988963	2.327169998	6.315362247	-3.017782
"102"	2.981108648	3.334317173	3.002088224	2.900785099	-1.656706
"103"	1.981632649	1.91418151	0.792744076	2.142381541	-4.696147
"104"	4.895244393	3.948756611	0.193450003	0.264092413	-0.111002
"105"	1.201645865	6.057157553	2.959067875	0.700181599	-1.720584
"106"	2.318895714	8.959202536	9.099351644	9.736396507	3.568963
"107"	5.328651861	5.353476538	9.77852939	5.925796269	3.051124
"108"	0.059722206	1.212037985	7.039795871	0.651160643	-0.922692
"109"	0.673530755	0.658274129	5.406805541	3.581570616	2.403655
"110"	3.150328463	3.228941115	3.647276668	8.628308343	2.552204
"111"	3.267213309	0.625975016	0.254424302	1.29628088	2.48509
"112"	5.089254367	1.134017136	4.536140378	2.614899852	2.81374
"113"	9.437668285	5.614342604	8.836348886	7.34753354	-4.529223
"114"	2.486530888	3.074798606	5.67335748	0.252203342	2.925817
"115"	0.914105766	8.956601516	4.830931535	0.346091835	3.005228
"116"	10.30553094	7.994531369	10.09704251	10.89196776	4.634685
"117"	2.94272781	5.347656765	7.163538738	4.069073661	2.984858
"118"	4.049152587	3.323373706	1.120512634	6.026082661	3.876369
"119"	1.1328981	3.940919923	0.90198462	3.876118438	4.619938
"120"	4.016385155	1.861394854	5.107364698	5.178060531	2.559141
"121"	0.897819419	6.128623094	5.320496877	0.680157131	-3.91954
"122"	0.569636717	1.542427291	6.229084277	0.336927983	-0.728064
"123"	1.493306049	2.918123362	2.889676681	2.688731837	0.810932
"124"	3.243467782	2.601022118	8.840340406	8.918335329	-1.546921
"125"	1.5698872	1.041100995	1.038501311	1.027410989	0.706829
"126"	1.576908625	0.510010394	1.645862809	1.589547384	-3.542679
"127"	8.28773719	1.562476564	4.714384766	7.137046192	4.157657
"128"	1.698130418	11.60641499	9.046026406	7.082204376	-4.460223
"129"	2.524322047	2.524303612	0.50389977	1.335656608	1.505306
"130"	6.420919682	4.696372139	4.564888818	6.42692574	3.983763
"131"	5.639116295	4.969731682	4.598406657	5.659559724	2.95955
"132"	1.516329281	0.335602462	1.140601508	2.322261108	-1.885246
"133"	4.421068828	5.263539844	6.072641983	3.700461139	3.004684
"134"	6.055115473	4.909482433	0.409922956	6.697859431	-4.166841
"135"	2.047980991	6.988277568	2.060254498	2.342890157	-1.171316
"136"	4.561471185	3.469892362	1.851819127	0.934662184	-3.431921
"137"	1.036630064	1.068260759	6.772953347	1.171696483	3.506789
"138"	4.692011442	0.571582727	0.1685738	4.662842334	-2.810059
"139"	5.532640065	1.286823098	1.437403647	1.327539351	0.85747
"140"	0.161417464	0.467769421	0.473924884	3.738244295	0.23592
"141"	6.726505331	6.729788272	4.017740049	0.019951091	4.261691
